datetime,time_min,us_station_obs,ds_station_obs
           2020-09-26 00:54:00,410,6.266560882,6.589420532
           2020-09-26 01:04:00,420,6.26,6.59
           2020-09-26 01:14:00,430,6.25338413,6.570629952
           2020-09-26 01:24:00,440,6.251570653,6.53733415
           2020-09-26 01:34:00,450,6.26,6.5
           2020-09-26 01:44:00,460,6.280366332,6.466640446
           2020-09-26 01:54:00,470,6.299378728,6.437770573
           2020-09-26 02:04:00,480,6.3,6.412031
           2020-09-26 02:14:00,490,6.273298692,6.388062337
           2020-09-26 02:24:00,500,6.242766286,6.364505152
           2020-09-26 02:34:00,510,6.24,6.34
           2020-09-26 02:44:00,520,6.286809271,6.314402167
           2020-09-26 02:54:00,530,6.365852423,6.292425857
           2020-09-26 03:04:00,540,6.45,6.28
           2020-09-26 03:14:00,550,6.517612373,6.280486327
           2020-09-26 03:24:00,560,6.569009209,6.286977755
           2020-09-26 03:34:00,570,6.61,6.29
           2020-09-26 03:44:00,580,6.646444942,6.282911786
           2020-09-26 03:54:00,590,6.684407039,6.270403865
